artists,genres
Rae Sremmurd,"['hip hop', 'melodic rap', 'mississippi hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Raekwon,"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'southern hip hop']"
Raekwon feat. Ghostface Killah & Cappadonna,[]
RaeLynn,"['contemporary country', 'country pop', 'deep talent show']"
Raf Rundell,[]
Rafa,"['reggaeton', 'reggaeton flow', 'trap latino']"
Rafa Pabön,"['reggaeton', 'reggaeton flow', 'trap latino']"
Rafa y Su Combo,[]
Rafael Buendia,[]
Rafael Cortijo,"['bomba y plena', 'puerto rican folk']"
Rafael Cortijo y Su Combo,[]
Rafael Frost,['progressive trance']
Rafael Kubelik,['orchestral performance']
Rafael Polinski,[]
Rafaga,[]
Rafeelya,[]
Raff,"[""canadian children's music"", ""children's folk"", ""children's music""]"
Raffaele Arie,[]
Raffaele Caporale,[]
Raffaello Bellavista,[]
Raffi,"[""canadian children's music"", ""children's folk"", ""children's music""]"
Rafiq Ahmed,[]
Rafiq Sagar,[]
Rafique Gaznavi,[]
Rafique Ghaznavi,[]
Rag'n'Bone Man,[]
Ragazzi,"['latin pop', 'mexican pop']"
Rage,"['alternative metal', 'alternative rock', 'conscious hip hop', 'funk metal', 'nu metal', 'political hip hop', 'rap metal', 'rap rock', 'rock']"
Rage Against The Machine,"['alternative metal', 'alternative rock', 'conscious hip hop', 'funk metal', 'nu metal', 'political hip hop', 'rap metal', 'rap rock', 'rock']"
Ragi,['modern reggae']
Rah Digga,"['hip pop', 'new jersey rap']"
Rah Rah,"['desi pop', 'filmi', 'modern bollywood', 'sufi']"
Raheem DeVaughn,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
Rahmat Bai,[]
Rahmat Bano,[]
Rahsaan,"['funk', 'neo soul', 'r&b', 'smooth soul', 'urban contemporary']"
Rahsaan Patterson,"['funk', 'neo soul', 'r&b', 'smooth soul', 'urban contemporary']"
Rahsaan Roland Kirk,"['avant-garde jazz', 'bebop', 'contemporary post-bop', 'cool jazz', 'free improvisation', 'free jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz saxophone', 'soul jazz']"
Rai Krmat,[]
Raichand Boral,[]
Railroad Earth,"['bluegrass', 'jam band', 'jamgrass', 'new americana', 'progressive bluegrass', 'roots rock']"
Raimon,[]
Raimonds Pauls,"['classic latvian pop', 'latvian pop']"
Raimu,['japanese chillhop']
Raimundo Lanas,['folclore navarra']
Rain for Deep Sleep,"['environmental', 'sleep']"
Rain Hard,['environmental']
Rain Makers,['environmental']
Rain Man Sounds,['sound']
Rain pop rockets,[]
Rain Recorders,"['sleep', 'water']"
Rain Recordings,['water']
Rain Shower,"['environmental', 'sleep']"
Rain Sound Studio,"['sleep', 'water']"
Rain Sounds,"['environmental', 'sleep']"
Rain Sounds ACE,['environmental']
Rain Sounds Factory STHLM,"['environmental', 'sleep']"
Rain Sounds For Sleep,['sound']
Rain Sounds Nature Collection,['sound']
Rain Spa,['spa']
Rainbow,"['indie folk', 'indie rock', 'modern alternative rock', 'modern rock', 'stomp and holler']"
Rainbow Kitten Surprise,"['indie folk', 'indie rock', 'modern alternative rock', 'modern rock', 'stomp and holler']"
Rainbow Team,['deep disco']
Rainer Kussmaul,[]
Rainfall,"['environmental', 'sleep']"
Raito,"['japanese vgm', 'sound team']"
Raj Kapoor,[]
Raj Khosla,[]
RAJAN,['canadian contemporary r&b']
Rajan,['canadian contemporary r&b']
Rajé Shwari,[]
Rajesh Khanna,['classic bollywood']
Rajesh Krishnan,['filmi']
Rajkumar,['filmi']
Rajkumari,"['classic bollywood', 'filmi', 'ghazal']"
Rajkumari Calcutta,[]
Rajkumari Varanasi,[]
Rajni,[]
Rajpal Chanchal,[]
Rakesh Kala,['mantra']
Rakim,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']"
Ralfi Pagan,"['classic soul', 'souldies']"
Ralph Burns,[]
Ralph Burns Orchestra,[]
Ralph Castelli,['alaska indie']
Ralph Chambers,[]
Ralph Dollimore,['library music']
Ralph Downes,[]
Ralph Fiennes,['hollywood']
Ralph Jodaman,[]
Ralph Kirshbaum,['classical cello']
Ralph MacDonald,[]
Ralph McTell,"['british folk', 'classic uk pop', 'folk', 'folk rock', 'traditional folk']"
Ralph Riggs,[]
Ralph Sharon,[]
Ralph Sharon Trio,[]
Ralph Stanley,"['appalachian folk', 'banjo', 'bluegrass', 'bluegrass gospel', 'old-time', 'progressive bluegrass', 'traditional folk']"
Ralph Sudam,[]
Ralph Tresvant,"['new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
Ralph Vaughan Williams,"['classical', 'post-romantic era']"
Ralphie B,"['dutch trance', 'progressive trance', 'progressive uplifting trance', 'uplifting trance']"
Ralphy River,[]
RAM,"['hollywood', 'show tunes']"
Ram Apte,[]
Ram Ganguly,[]
Ram Herrera,['tejano']
Ram Jam,"['album rock', 'classic rock', 'southern rock']"
Ram Kamlani,[]
Ram Marathe,[]
Ram Panjwani,[]
Ram Punjwani,[]
Ram Saigal,[]
Rama Duke,[]
Rama Shukul,[]
Ramakrishna,[]
Ramases,[]
Ramblin' Jack Elliott,"['american folk revival', 'appalachian folk', 'country rock', 'folk', 'old-time', 'traditional folk']"
Ramchandra,['classic bollywood']
Ramchandra Chitalkar,[]
Ramchandra Marathe,[]
Ramchandra Pal,[]
Ramdulari,[]
Rameses B,"['chillstep', 'complextro', 'edm', 'electro house', 'gaming edm', 'melodic dubstep']"
Ramesh,['classic persian pop']
Ramesh Desai,[]
Ramesh Gupta,[]
Ramin Djawadi,"['german soundtrack', 'scorecore', 'soundtrack', 'video game music']"
Ramirez,"['dark trap', 'phonk', 'underground hip hop']"
Ramiro Ram Herrera,[]
Ramito,"['bomba y plena', 'musica jibara', 'puerto rican folk']"
Ramkrishna Shinde,[]
Ramkumar Chatterjee,[]
Rammstein,"['alternative metal', 'german metal', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte', 'nu metal']"
Ramola,['tamil worship']
Ramón Algeciras,[]
Ramon Ayala,"['corrido', 'norteno', 'regional mexican']"
Ramon Ayala Jr.,[]
Ramon Ayala Y Sus Bravos Del Norte,"['corrido', 'norteno', 'regional mexican']"
Ramon Garcia,[]
Ramon Gonzalez,[]
Ramón Orlando,"['dominican pop', 'latin', 'merengue', 'merengue tipico', 'tropical']"
Ramon Tapia,"['belgian techno', 'minimal techno', 'tech house']"
Ramón Torres,['bachata dominicana']
Ramones,"['classic rock', 'early us punk', 'permanent wave', 'punk', 'rock', 'skate punk']"
RAMP,"['deep disco house', 'deep euro house', 'microhouse', 'minimal tech house', 'minimal techno', 'organic house', 'tech house']"
Rampage,[]
Rampage The Last Boy Scout,[]
Rampant Egos,[]
Rampyari,[]
Ramsay Midwood,"['alternative country', 'austin americana', 'austin singer-songwriter']"
Ramsey Lewis,"['christmas instrumental', 'soul jazz']"
Ramsey Lewis Trio,"['christmas instrumental', 'soul jazz']"
Ramu,[]
Ramz,"['afroswing', 'london rap', 'uk hip hop']"
Ran-D,"['corrido', 'nuevo regional mexicano', 'regional mexican', 'sierreno']"
Rancid,"['punk', 'ska', 'ska punk', 'skate punk']"
Randall Wolfgang,['classical oboe']
Random Rab,"['livetronica', 'world fusion']"
RandomBeats,"['lo-fi vgm', 'nerdcore']"
Randy,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']"
Randy Cade,[]
Randy Crawford,"['adult standards', 'disco', 'mellow gold', 'motown', 'new wave pop', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']"
Randy Edelman,"['classic soundtrack', 'scorecore', 'soundtrack']"
Randy Garcia,[]
Randy Goodrum,['deep soft rock']
Randy Graff,[]
Randy Houser,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']"
Randy Lorenzo,['slack-key guitar']
Randy Meisner,['soft rock']
Randy Newman,"['disney', 'movie tunes', 'singer-songwriter']"
Randy Rogers Band,"['outlaw country', 'red dirt', 'texas country']"
Randy Travis,"['contemporary country', 'country', 'country gospel', 'country road', 'country rock']"
Randy Van Horne Singers,['space age pop']
Randy VanWarmer,['soft rock']
Randy Waldman,[]
Ranganath Jadav,[]
RANI,['uk pop']
Rani,['uk pop']
Ranjit Ray,[]
Ranjith Govind,"['deep indian pop', 'desi hip hop', 'filmi', 'tamil pop']"
Rank 1,"['bubble trance', 'dutch trance', 'progressive house', 'trance', 'uplifting trance']"
Ransom,['nyc rap']
Ranu Mukherjee,[]
Raoul Koczalski,"['historic piano performance', 'polish classical piano']"
Rapha,"['funk', 'indie soul', 'neo soul', 'r&b', 'soul', 'urban contemporary']"
Raphael,"['funk', 'indie soul', 'neo soul', 'r&b', 'soul', 'urban contemporary']"
Raphael Arié,[]
Raphael Jühe,[]
Raphael Saadiq,"['funk', 'indie soul', 'neo soul', 'r&b', 'soul', 'urban contemporary']"
Raphael Wallfisch,"['cello', 'classical cello']"
Rappin' 4-Tay,"['g funk', 'gangster rap', 'hyphy']"
Rapsody,"['alternative hip hop', 'hip hop', 'north carolina hip hop', 'southern hip hop', 'trap queen', 'underground hip hop']"
Raquel Meller,['copla']
Raquel Rastenni,"['classic danish pop', 'dansktop']"
Rare Bird,"['art rock', 'progressive rock', 'symphonic rock']"
Rare Earth,"['blues rock', 'classic rock', 'country rock', 'motown', 'psychedelic soul']"
Rare Gems Odysse's Charles & Sandy Givings,[]
Rare Silk,[]
Rascal Flatts,"['contemporary country', 'country', 'country road', 'pop rock']"
Rascal Martinez,['midwest americana']
Rascal Reporters,['zolo']
Rasco,"['alternative hip hop', 'hardcore hip hop', 'turntablism']"
Rasheeda,"['atl hip hop', 'hip pop', 'pop rap', 'southern hip hop']"
Rasmus Kellerman,['swedish indie folk']
Rasmus RAZ Lindvall,[]
rasmus777,[]
Raspberries,"['beatlesque', 'bubblegum pop', 'jangle pop', 'power pop', 'pub rock']"
Rasputina,"['bow pop', 'cello', 'dark cabaret', 'steampunk']"
Rata Blanca,"['argentine heavy metal', 'argentine rock', 'latin metal', 'rock en espanol', 'rock urbano mexicano']"
Ratanbai,[]
Ratatat,"['alternative dance', 'indietronica', 'new rave']"
Rathindra Ghosh,[]
Ratikumar Vyas,[]
Rationale,['uk contemporary r&b']
Ratna Gupta,[]
Ratnaprabha,[]
Ratneswar Mukherjee,[]
Ratt,"['classical performance', 'orchestral performance']"
Raul Abril,[]
Raúl Abríl,[]
Raúl Abril con su Orquesta,[]
Raúl Abril y Su Orquesta,['vintage spanish pop']
Raul Cremona,[]
Raul Di Blasio,"['bolero', 'latin pop']"
Raúl Esparza,"['broadway', 'show tunes']"
Raul Garces,[]
Raul Malo,[]
Raul Porchetto,['rock nacional']
Raul Seixas,"['brazilian rock', 'mpb', 'psicodelia brasileira', 'rock baiano', 'rock nacional brasileiro']"
Raul Shaw Moreno,[]
Raul Siberdi,['israeli techno']
Raulin Rodriguez,"['bachata', 'bachata dominicana', 'dominican pop', 'latin', 'tropical']"
Raulin Rosendo,"['dominican pop', 'merengue', 'salsa', 'tropical']"
Raury,['psychedelic hip hop']
Rauschangriff,['german street punk']
Rautu,[]
Rauw Alejandro,"['puerto rican pop', 'trap latino']"
Ravage! Ravage!,[]
Rave & Crave,[]
Rave Channel,[]
Raven,['movie tunes']
Raven & Kreyn,"['deep big room', 'electro house', 'gaming edm', 'pop edm']"
Raven Kaafarani,[]
Raven-Symon¿,['post-teen pop']
Ravi,"['desi hip hop', 'filmi', 'tamil hip hop']"
Ravi Shankar,"['hindustani classical', 'indian classical', 'sitar', 'world fusion']"
Ravin,[]
Raw Silk,['post-disco']
Ray Anthony,"['adult standards', 'big band', 'easy listening', 'exotica', 'lounge', 'swing']"
Ray Anthony & His Orchestra,['big band']
Ray Barreto,['latin jazz']
Ray Barretto,"['boogaloo', 'latin jazz', 'salsa', 'salsa international', 'tropical']"
Ray Bauduc,['new orleans jazz']
Ray Blair,[]
Ray Bolger,[]
Ray Brown,[]
Ray Brown Trio,['jazz trio']
Ray Bryant,"['bebop', 'cool jazz', 'hard bop', 'jazz piano', 'soul jazz', 'stride']"
Ray Burner,[]
Ray Charles,"['adult standards', 'classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']"
Ray Charles Singers,['easy listening']
Ray Conniff,"['adult standards', 'easy listening', 'lounge']"
Ray Conniff and Don Cherry,[]
Ray De La Paz,"['latin jazz', 'salsa', 'salsa international']"
Ray Eberle,[]
Ray Ellis & His Orchestra,[]
Ray Ellis & His Orchestra & Chorus,[]
Ray Ellis And His Orchestra,[]
Ray Ennis,[]
Ray Evans,[]
Ray Harris,"['rockabilly', 'traditional rockabilly']"
Ray Heatherton,[]
Ray J,"['pop rap', 'r&b', 'urban contemporary']"
Ray Kane,"['hawaiian', 'slack-key guitar']"
Ray Kennedy,['deep soft rock']
Ray LaMontagne,"['acoustic pop', 'indie folk', 'neo mellow', 'new americana', 'pop rock', 'stomp and holler']"
Ray Linn,[]
Ray Lynch,['new age']
Ray Manzarek,['rock keyboard']
Ray Middleton,[]
Ray Nance,['jazz violin']
Ray Noble,[]
Ray Noble & His Orchestra,['british dance band']
Ray Parker Jr.,"['disco', 'funk', 'post-disco', 'quiet storm']"
Ray Price,"['country', 'honky tonk', 'nashville sound', 'traditional country']"
Ray Reverse,[]
Ray Sinatra,[]
Ray Smith,"['canadian rockabilly', 'rock-and-roll', 'rockabilly']"
Ray Stevens,"['bubblegum pop', 'comic', 'country', 'country rock', 'novelty']"
Ray Ventura,['vintage chanson']
Ray Walston,[]
Ray Wylie Hubbard,"['alternative country', 'country rock', 'new americana', 'outlaw country', 'roots americana', 'roots rock', 'texas country']"
"Ray, Goodman & Brown",[]
Raya Beam,[]
Rayan Myers,[]
Raybo,[]
Rayden,[]
Raydio,['yacht rock']
RAYE,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk contemporary r&b', 'uk pop']"
Rayito Colombiano,"['cumbia sonidera', 'ranchera', 'regional mexican']"
Rayland Baxter,"['deep new americana', 'indie folk', 'new americana', 'stomp and holler']"
Raylene,[]
Raymix,"['nu-cumbia', 'regional mexican']"
Raymond Devos,[]
Raymond Johnston,[]
Raymond Lefèvre,['easy listening']
Raymond Leppard,['orchestral performance']
Raymond Nilsson,[]
Raymond Ramnarine,['chutney']
Raymond Scott,"['acousmatic', 'exotica', 'laboratorio', 'lounge', 'moog', 'space age pop']"
Raymond Scott & His Orchestra,[]
Raymond Thorne,[]
Raymundo Rodrigeuz,[]
Rayvon,"['barbadian pop', 'reggae fusion']"
Razia Begum,[]
Razor,[]
RBD,"['latin', 'latin pop']"
RBL Posse,"['gangster rap', 'hyphy', 'west coast rap', 'west coast trap']"
RBX,[]
RCA Italiana Opera Orchestra,[]
RCA Victor Orchestra,[]
RCA Victor Symphony Orchestra,[]
RDC,[]
Re-Mind,['water']
Re-Style,"['frenchcore', 'gabba', 'happy hardcore', 'hardcore techno', 'uptempo hardcore']"
Re-Tide,[]
Re:Locate,"['dutch trance', 'progressive trance', 'trance', 'uplifting trance']"
Rea Garvey,['german pop']
Reach,[]
Read Southall Band,"['red dirt', 'texas country']"
Reade Truth,[]
Reading Background Music Playlist,['dinner jazz']
Reading Rainbow,[]
Ready For The World,"['boy band', 'electro', 'freestyle', 'funk', 'minneapolis sound', 'new jack swing', 'post-disco', 'quiet storm', 'r&b', 'urban contemporary']"
Reagan Youth,"['hardcore punk', 'nyhc', 'punk', 'thrash core']"
Reakwon,['hardcore hip hop']
Real De Catorce,"['blues mexicano', 'latin alternative', 'mexican classic rock', 'mexican rock', 'rock en espanol']"
Real Deal,[]
Real Estate,"['art pop', 'chillwave', 'freak folk', 'indie pop', 'indie rock', 'lo-fi', 'modern rock', 'new jersey indie', 'noise pop', 'nu gaze']"
Real Friends,"['alternative emo', 'anthem emo', 'chicago pop punk', 'pixie', 'pop punk']"
Real Life,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']"
Real McCoy,"['bubblegum dance', 'diva house', 'eurodance', 'europop', 'german techno', 'hip house']"
Really Doe,[]
Realm F Versus Rankey,[]
Realm of Possibilities,[]
Reaxion Guerrila,[]
Reba,"['contemporary country', 'country', 'country dawn', 'oklahoma country']"
Reba McEntire,"['contemporary country', 'country', 'country dawn', 'oklahoma country']"
Rebbesoul,['judaica']
Rebbie Jackson,['urban contemporary']
Rebecca Bowman,[]
Rebecca Caine,[]
Rebecca Luker,"['broadway', 'show tunes']"
Rebecca Lynn Howard,"['country', 'country dawn']"
Rebecca Naomi Jones,['broadway']
Rebecca St. James,"['ccm', 'christelijk', 'christian alternative rock', 'christian music', 'worship']"
Rebecca Sugar,[]
Rebeka Brown,[]
Rebel Son,['redneck']
Rebel Souljahz,"['jawaiian', 'polynesian pop']"
Rebelion,"['corrido', 'deep regional mexican', 'regional mexican']"
Rebelution,['reggae rock']
Rebirth Brass Band,"['brass band', 'new orleans jazz', 'second line', 'street band']"
Reckless 2X,[]
Reckless Kelly,"['roots americana', 'roots rock', 'texas country']"
Recurve,[]
Recusant,[]
Red,"['melodic rap', 'rap', 'trap']"
Red Callender Sextette,[]
Red Camp,[]
Red Carpet,"['disco house', 'vocal house']"
Red Cell,"['aggrotech', 'dark electro', 'futurepop', 'swedish synth']"
Red Code,['gymcore']
Red Flag,[]
Red Foley,['western swing']
Red Fox,['comedy']
Red Garland,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz piano', 'soul jazz', 'stride', 'vocal jazz']"
Red Garland Quintet,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz']"
Red Garland Quintets,[]
Red Garland Trio,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz trio', 'soul jazz', 'stride']"
Red Grammer,"['bahai', ""children's folk"", ""children's music"", ""preschool children's music""]"
Red Hot Chili Peppers,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']"
Red House Painters,"['alternative rock', 'freak folk', 'indie rock', 'lo-fi', 'melancholia', 'slowcore']"
Red Lorry Yellow Lorry,"['dark post-punk', 'dark wave', 'gothic post-punk', 'gothic rock', 'new wave', 'post-punk', 'uk post-punk']"
Red Nichols & His Five Pennies,['dixieland']
Red Norvo,[]
Red Norvo & His Orchestra,[]
Red Norvo Trio,[]
Red Rat,"['dancehall', 'old school dancehall']"
Red Rider,"['album rock', 'classic canadian rock']"
Red Rockers,['jangle pop']
Red Simpson,"['bakersfield sound', 'truck-driving country']"
Red Snapper,"['big beat', 'electronica', 'ninja', 'nu jazz', 'trip hop', 'turntablism']"
Red Sovine,"['country', 'truck-driving country']"
Red Tatanic,[]
Red Titanic,['dubstep product']
Red Velvet,"['k-pop', 'k-pop girl group']"
Red Willie Smith,[]
Reda Caire,['vintage chanson']
Redbone,"['native american', 'native american contemporary']"
Redd Kross,"['gbvfi', 'glam punk', 'modern power pop', 'power pop', 'punk blues', 'underground power pop']"
Reddy,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk', 'mellow gold', 'soft rock']"
Redfoo,['deep flow']
Redhead Kingpin,[]
Redlight King,['post-grunge']
Redman,"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'new jersey rap', 'rap', 'southern hip hop', 'wu fam']"
Rednex,"['bubblegum dance', 'eurodance', 'europop', 'hip house', 'swedish country']"
Reebs,[]
Reed Jones,[]
